videoid,name,page_idx,page_dir,duration,contentUrl
101258,"a night scene of an aurora bore over a river with snow on the ground, the scene includes snow covered rocks, a stream and trees.",,,,
101259,"a night scene of a snowy landscape including a river, trees and a forest.",,,,
101260,"a night scene of a snowy landscape, featuring a frozen lake, trees, a stream running through a snow covered field, with the word 'airpano' visible.",,,,
101261,"a view of the aurora over a snow covered field and a body of water, possibly the ocean, with a sky full of clouds and a landscape with the words airpano over it.",,,,
101262,"a computer generated image of a green and blue aurora bore over the ocean, including a green sky with clouds and the words alive above it.",,,,
101263,"a computer generated image of a green and purple aurora bore over the ocean at night, the sky being green, blue and black with the word airpano on it",,,,
101264,"a green and black photo of a landscape including a body of water, the ocean, and a beach under a blue and cloudy sky.",,,,
101265,"a green and purple aurora over a body of water and in the sky, with the words 'aurora vr' and 'airpano' on it.",,,,
101266,"an image of a green and purple aurora over a body of water and a snowy field, the sky including the words aurora vr and a green and black background with the words airpano.",,,,
101267,"a night sky with a green and purple aurora bore over a snow covered field and a body of water, the ground displaying the words airpono",,,,
101268,a computer generated animated image of a green and purple aurora bore over a snow-covered landscape and a body of water,,,,
101269,"a panoramic view of the ocean, including a city in the distance, a beach, and clouds as seen from a plane.",,,,
101270,"a panoramic view of a city, the ocean, and a beach, with a mountain in the background, as seen from a plane.",,,,
101271,"a panoramic and aerial view of a city, ocean, and beach, including tall buildings, as seen from a plane.",,,,
101272,"a panoramic view of a city from a plane, the city with a mountain in the background and the ocean.",,,,
101273,"an aerial panoramic view of a city with lots of cars, a mountain, and the ocean, as seen from a plane.",,,,
101274,"an aerial view of a rainbow over the ocean, including a beach with a mountain in the background viewed from a plane.",,,,
101275,"an aerial view of a cliff, green mountain range, and the ocean under a cloudy sky, as seen from a plane.",,,,
101276,"an aerial view of a large body of water, possibly an ocean, with a bright sun in the background, surrounded by green mountains and a cliff.",,,,
101277,a panoramic view of a mountain range with the sun shining brightly over the ocean.,,,,
101278,"an aerial view of a lush green mountain landscape with a cloudy sky in the background, and a plane flying in the sky.",,,,
101279,a panoramic and aerial view of a city with tall buildings at sunset.,,,,
101280,"a group of people standing and walking outside and around a stone building, down a street next to a tall building.",,,,
101281,"a large group of people standing in a building, the building containing a large clock, a painting on a wall, with a man standing in front of the painting.",,,,
101282,a group of people standing around and walking down a street next to a church and other buildings.,,,,
101283,a crowd of people standing and walking around a large stone building and plaza at night.,,,,
101284,"a group of people standing in a library with a book shelf filled with lots of books, also seen in a room and sitting in a train station.",,,,
101285,"a blurry photo of a man sitting in a library filled with lots of books, furniture, and tables, with people both sitting and standing next to a stone wall in an archway.",,,,
101286,a panoramic view of a city from a plane with the sun setting over the horizon of a desert,,,,
101287,a panoramic and aerial view of a city from a plane at sunset,,,,
101288,"a group of people walking down a street next to a castle and a stone wall, including a woman and a panoramic scene of people walking up and down stairs.",,,,
101289,"a 3D panoramic image of a city with a clock tower, a castle in the background, a brick patio, and a roof with a dome on top of it.",,,,
